Date,Positive,Negative,Neutral,Compound,Closing_price
7/28/2017,0.121384615,0.046692308,0.831923077,0.193453846,2719.69
7/29/2017,0.146916667,0.038083333,0.815,0.271325,2714.70375
7/30/2017,0.0615,0.0835,0.855,-0.067566667,2718.6175
7/31/2017,0.0900625,0.084,0.825875,0.04558125,2867.65375
8/1/2017,0.118777778,0.113962963,0.767296296,0.016555556,2739.70875
8/2/2017,0.1116,0.0848,0.8036,0.11008,2740.07125
8/3/2017,0.0969375,0.0755625,0.827625,0.0216125,2811.71
8/4/2017,0.09375,0.032125,0.874125,0.1189,3123.41125
8/5/2017,0.100806452,0.041387097,0.857806452,0.08753871,3254.71
8/6/2017,0.1215,0.0252,0.8532,0.26304,3274.6375
8/7/2017,0.134764706,0.040764706,0.824470588,0.187258824,3474.7625
8/8/2017,0.126157895,0.056421053,0.817473684,0.205794737,3416.185
8/9/2017,0.13875,0.05625,0.80505,0.265115,3364.41125
8/10/2017,0.1249,0.0445,0.8306,0.21278,3451.8525
8/11/2017,0.0704,0.045266667,0.884333333,0.06154,3705.43
8/12/2017,0.0996,0.0296,0.870866667,0.2097,4104.015
8/13/2017,0.131592593,0.021851852,0.846518519,0.212366667,4036.7575
8/14/2017,0.073777778,0.057333333,0.869,0.020938889,4462.67625
8/15/2017,0.134607143,0.068928571,0.796428571,0.174057143,4118.9025
8/16/2017,0.123461538,0.029076923,0.847384615,0.235292308,4322.42125
8/17/2017,0.071,0.036571429,0.8925,0.150057143,4311.685
8/18/2017,0.1735,0,0.8265,0.341383333,4180.23875
8/19/2017,0.127266667,0.0614,0.811333333,0.1494,4139.38125
8/20/2017,0.0255,0.0955,0.879,-0.08755,4110.94125
8/21/2017,0.026,0.014,0.96,0.0592,3911.27625
8/22/2017,0.138,0.128125,0.7339375,-0.02640625,4162.79249
8/23/2017,0.079615385,0.056076923,0.864384615,0.097415385,4178.75625
8/24/2017,0.123913043,0.06026087,0.815869565,0.111630435,4396.03125
8/25/2017,0.064846154,0.055307692,0.879846154,0.035353846,4359.9025
8/26/2017,0.102111111,0.051222222,0.846666667,0.129822222,4381.39625
8/27/2017,0.107333333,0.109333333,0.783166667,-0.0109,4340.46
8/28/2017,0.089285714,0.023785714,0.886928571,0.228742857,4442.6575
8/29/2017,0.134714286,0.027142857,0.838214286,0.289342857,4664.64375
8/30/2017,0.105142857,0.007380952,0.88747619,0.225761905,4676.1425
8/31/2017,0.09505,0.0796,0.8253,0.023915,4783.17
9/1/2017,0.170588235,0.021,0.808470588,0.3619,4864.285
9/2/2017,0.1288,0.0713,0.7998,0.09753,4672.56875
9/3/2017,0.074375,0.0095,0.916125,0.14275,4593.1825
9/4/2017,0.074142857,0.057928571,0.867928571,0.023635714,4160.535
9/5/2017,0.101695652,0.106913043,0.791347826,-0.010956522,4517.57
9/6/2017,0.112333333,0.058733333,0.828933333,0.14858,4543.1025
9/7/2017,0.127352941,0.045941176,0.826705882,0.193064706,4628.6025
9/8/2017,0.025076923,0.078846154,0.896076923,-0.124215385,4280.975
9/9/2017,0.1624,0,0.8376,0.3963,4194.21875
9/10/2017,0.114692308,0.046538462,0.838692308,0.144346154,4307.82625
9/11/2017,0.06625,0.1173125,0.816375,-0.0651125,4295.76124
9/12/2017,0.072341463,0.121780488,0.805829268,-0.182531707,3944.58375
9/13/2017,0.065076923,0.0665,0.868461538,-0.045230769,3817.0575
9/14/2017,0.099309524,0.077119048,0.823595238,0.098671429,3358.10875
9/15/2017,0.0945,0.078875,0.82665,0.028725,3772.68375
9/16/2017,0.108321429,0.085,0.80675,0.04815,3608.595
9/17/2017,0.089076923,0.067307692,0.843615385,0.0601,3764.6175
9/18/2017,0.098935484,0.057096774,0.843903226,0.086719355,3976.3875
9/19/2017,0.105307692,0.021846154,0.872846154,0.186184615,3863.18625
9/20/2017,0.080052632,0.056052632,0.863894737,0.058905263,3827.685
9/21/2017,0.060733333,0.149733333,0.789533333,-0.211166667,3690.99125
9/22/2017,0.0811875,0.0906875,0.8281875,-0.08358125,3612.1625
9/23/2017,0.172076923,0.029307692,0.798615385,0.317761538,3772.8475
9/24/2017,0.1232,0.0322,0.8445,0.26815,3753.435
9/25/2017,0.099076923,0.026923077,0.874,0.193023077,3920.99125
9/26/2017,0.058166667,0.146333333,0.7955,-0.224341667,3939.515
9/27/2017,0.110625,0.065958333,0.823375,0.085695833,4220.28
9/28/2017,0.1308,0.072866667,0.796266667,0.128326667,4062.20375
9/29/2017,0.114444444,0.010444444,0.875111111,0.269433333,4207.825
9/30/2017,0.053571429,0.051642857,0.894714286,0.019635714,4300.55125
10/1/2017,0.10525,0.064,0.8308125,0.1643,4414.1775
10/2/2017,0.126263158,0.019894737,0.853789474,0.287173684,4424.4725
10/3/2017,0.1183,0.0749,0.8068,0.07806,4307.555
10/4/2017,0.20625,0.10575,0.688166667,0.200933333,4186.78374
10/5/2017,0.097833333,0.0275,0.874666667,0.217683333,4325.23625
10/6/2017,0.133363636,0.043454545,0.823090909,0.220090909,4370.16875
10/7/2017,0.1246,0.0448,0.830533333,0.236706667,4446.17249
10/8/2017,0.1365,0.025416667,0.838083333,0.221233333,4624.34875
10/9/2017,0.095190476,0.067904762,0.836904762,0.07447619,4789.30125
10/10/2017,0.06695,0.08805,0.845,-0.04725,4741.70875
10/11/2017,0.127235294,0.044705882,0.828,0.171005882,4858.60499
10/12/2017,0.1076,0.051133333,0.841288889,0.142357778,5728.5475
10/13/2017,0.097731707,0.066121951,0.836170732,0.132180488,5666.97875
10/14/2017,0.184526316,0.029736842,0.785684211,0.347105263,5779.07375
10/15/2017,0.130052632,0.110105263,0.759789474,0.070636842,5607.01
10/16/2017,0.1144,0.056066667,0.829533333,0.176673333,5643.55375
10/17/2017,0.08308,0.06612,0.85092,0.024084,5495.03875
10/18/2017,0.092857143,0.053857143,0.853285714,0.069821429,5627.08625
10/19/2017,0.097666667,0.062,0.840333333,0.079458333,5686.52625
10/20/2017,0.115272727,0.027151515,0.857575758,0.165724242,6098.115
10/21/2017,0.1374,0.09424,0.76844,0.063568,5949.07875
10/22/2017,0.104818182,0.058636364,0.836545455,0.107490909,5969.795
10/23/2017,0.070433333,0.106733333,0.8228,-0.05297,5649.005
10/24/2017,0.094035714,0.096357143,0.809642857,0.057317857,5550.85875
10/25/2017,0.094166667,0.072888889,0.832944444,0.0424,5776.87875
10/26/2017,0.17,0.0725,0.7574375,0.2596375,5923.70625
10/27/2017,0.108055556,0.059611111,0.832333333,0.157983333,5737.1025
10/28/2017,0.062571429,0.081357143,0.856071429,-0.071728571,5741.7225
10/29/2017,0.101285714,0.084571429,0.814071429,0.011435714,6151.325
10/30/2017,0.094269231,0.067423077,0.838307692,0.052430769,6130.56375
10/31/2017,0.127512195,0.048097561,0.824365854,0.214836585,6424.515
11/1/2017,0.089692308,0.024307692,0.886038462,0.129865385,6879.365
11/2/2017,0.079560976,0.045341463,0.875097561,0.074741463,7199.2375
11/3/2017,0.0992,0.051033333,0.8498,0.162403333,7210.46875
11/4/2017,0.103964286,0.085,0.811035714,0.005257143,7376.7425
11/5/2017,0.082678571,0.08425,0.833107143,-0.031592857,7231.93
11/6/2017,0.061896552,0.063482759,0.87462069,0.007358621,7123.89375
11/7/2017,0.048652174,0.074217391,0.877173913,-0.065317391,7356.50625
11/8/2017,0.083946429,0.084375,0.831642857,-0.015051786,7342.82375
11/9/2017,0.131758621,0.082137931,0.786034483,0.146968966,7250.77
11/10/2017,0.113608696,0.080086957,0.806304348,0.173721739,6773.695
11/11/2017,0.121291667,0.070708333,0.808,0.179435417,6075.30125
11/12/2017,0.107907407,0.103407407,0.788648148,0.032540741,5969.13
11/13/2017,0.126888889,0.103577778,0.769533333,0.085084444,6666.27125
11/14/2017,0.099538462,0.069307692,0.831076923,0.135361538,6867.42625
11/15/2017,0.087836735,0.04177551,0.870408163,0.13014898,7259.3
11/16/2017,0.08325641,0.056871795,0.859897436,0.093641026,7924.1825
11/17/2017,0.139122449,0.079428571,0.781428571,0.141783673,7598.2775
11/18/2017,0.130136364,0.067,0.802954545,0.181195455,7787.45625
11/19/2017,0.110823529,0.051882353,0.837176471,0.212373529,7954.7675
11/20/2017,0.092181818,0.072522727,0.835363636,0.057327273,7879.06
11/21/2017,0.104394737,0.041868421,0.853684211,0.186415789,8150.6325
11/22/2017,0.115439024,0.079878049,0.804707317,0.168621951,8208.75375
11/23/2017,0.105866667,0.066266667,0.827866667,0.097116667,8094.445
11/24/2017,0.145631579,0.052421053,0.801947368,0.234152632,8190.87125
11/25/2017,0.1099,0.0582,0.831933333,0.114876667,8851.305
11/26/2017,0.085171429,0.028542857,0.8863,0.172228571,9573.9675
11/27/2017,0.10721978,0.059395604,0.833395604,0.140937363,9713.09625
11/28/2017,0.112811594,0.076449275,0.810695652,0.155010145,10295.6225
11/29/2017,0.10440113,0.058920904,0.836661017,0.136254237,10542.6625
11/30/2017,0.102662791,0.076906977,0.82044186,0.065967442,9706.10375
12/1/2017,0.1031875,0.062609375,0.8341875,0.08848125,10923.20125
12/2/2017,0.115146341,0.074853659,0.810073171,0.104460976,10973.54375
12/3/2017,0.114348485,0.051893939,0.83380303,0.146948485,11382.20875
12/4/2017,0.109733333,0.066844444,0.823377778,0.076844444,11597.23125
12/5/2017,0.120676923,0.085307692,0.794,0.133241538,12230.365
12/6/2017,0.101817518,0.061810219,0.836372263,0.109235766,13734.52
12/7/2017,0.102443182,0.064840909,0.832715909,0.105589015,16403.42125
12/8/2017,0.107690789,0.075125,0.817177632,0.092565132,15732.1
12/9/2017,0.118603175,0.065809524,0.815531746,0.136121429,13152.52875
12/10/2017,0.117125,0.067183824,0.815654412,0.135527941,16299.2975
12/11/2017,0.113740385,0.066894231,0.819365385,0.147975,16374.8975
12/12/2017,0.112563107,0.068067961,0.819339806,0.132568932,16678.28749
12/13/2017,0.126813953,0.066244186,0.806976744,0.184967442,16246.13875
12/14/2017,0.131884058,0.081391304,0.786782609,0.134295652,17221.65125
12/15/2017,0.116329787,0.066819149,0.816861702,0.105525532,17436.5975
12/16/2017,0.118257576,0.064590909,0.817166667,0.100928788,19166.97874
12/17/2017,0.108546875,0.0914375,0.799984375,0.066065625,18640.2625
12/18/2017,0.122527027,0.049864865,0.827635135,0.229190541,18984.7675
12/19/2017,0.093433333,0.0629,0.843666667,0.098903333,16862.57125
12/20/2017,0.118438017,0.078818182,0.802719008,0.101455372,16925.0175
12/21/2017,0.093630137,0.088863014,0.817506849,0.022441096,14182.46499
12/22/2017,0.113427083,0.082265625,0.804302083,0.085625,14694.5825
12/23/2017,0.113704082,0.071704082,0.814571429,0.109484694,14103.21875
12/24/2017,0.126875,0.081178571,0.791964286,0.160141071,13387.34875
12/25/2017,0.139592593,0.067462963,0.792981481,0.201866667,14652.3675
12/26/2017,0.125737705,0.063196721,0.810983607,0.2112,15846.07375
12/27/2017,0.10306,0.0703,0.8266,0.113978,14362.40375
12/28/2017,0.105794872,0.085128205,0.809128205,0.089466667,14867.5725
12/29/2017,0.096695652,0.055413043,0.847847826,0.128526087,13643.695
12/30/2017,0.124836735,0.101857143,0.773285714,0.043808163,13062.145
12/31/2017,0.1122,0.05548,0.83228,0.187638,13439.4175
1/1/2018,0.125,0.054026316,0.820973684,0.265331579,13337.62125
1/2/2018,0.104965517,0.049603448,0.845413793,0.160075862,14881.545
1/3/2018,0.145442857,0.0504,0.804157143,0.290617143,15104.45
1/4/2018,0.125813953,0.06,0.814162791,0.186281395,14953.8525
1/5/2018,0.110371429,0.054228571,0.835457143,0.222677143,16576.69625
1/6/2018,0.138809524,0.055285714,0.805928571,0.195583333,16735.10625
1/7/2018,0.082527778,0.063305556,0.854194444,0.062944444,15632.41125
1/8/2018,0.105175,0.05365,0.841225,0.15169,15242.93625
1/9/2018,0.13383871,0.096483871,0.769645161,0.107625806,14122.825
1/10/2018,0.120116883,0.080077922,0.799792208,0.105154545,13269.5975
1/11/2018,0.091378788,0.111818182,0.796757576,-0.02369697,13633.36375
1/12/2018,0.115039216,0.066568627,0.818431373,0.141711765,14165.90625
1/13/2018,0.072783784,0.086756757,0.840459459,-0.024708108,14217.3625
1/14/2018,0.103625,0.067175,0.8292,0.0852875,13519.92625
1/15/2018,0.104622222,0.055466667,0.839955556,0.155837778,12915.11625
1/16/2018,0.114031915,0.060053191,0.825914894,0.131376596,10870.16875
1/17/2018,0.112880282,0.061204225,0.825929577,0.116101408,11340.65
1/18/2018,0.108930556,0.050416667,0.840680556,0.178820833,11137.36875
1/19/2018,0.12303125,0.062453125,0.814515625,0.188576563,11742.94125
1/20/2018,0.117968254,0.069793651,0.812190476,0.163928571,12486.06625
1/21/2018,0.104173913,0.081195652,0.814586957,0.069017391,11508.62
1/22/2018,0.110847458,0.065491525,0.823644068,0.184001695,10872.9025
1/23/2018,0.114338983,0.063084746,0.822559322,0.10909322,10830.9275
1/24/2018,0.134662651,0.066518072,0.798855422,0.199489157,11629.375
1/25/2018,0.111763889,0.045180556,0.843055556,0.211090278,11524.345
1/26/2018,0.1371,0.055275,0.807675,0.2918825,11005.615
1/27/2018,0.093057143,0.074942857,0.832057143,0.054148571,11452.23
1/28/2018,0.102352941,0.059470588,0.838088235,0.124523529,11412.79375
1/29/2018,0.142,0.04869697,0.80930303,0.181466667,10917.15125
1/30/2018,0.086037037,0.067703704,0.846277778,0.034385185,9914.4725
1/31/2018,0.086925926,0.057796296,0.855259259,0.123122222,9970.30875
2/1/2018,0.100011905,0.069654762,0.830321429,0.070382143,8715.59499
2/2/2018,0.112851852,0.088555556,0.798617284,0.074425926,8285.50124
2/3/2018,0.119602941,0.083161765,0.797235294,0.07555,9192.045
2/4/2018,0.09547619,0.075587302,0.828904762,0.096634921,8136.39
2/5/2018,0.108699029,0.078854369,0.812436893,0.064731068,6332.37
2/6/2018,0.111825581,0.07872093,0.809511628,0.128218605,7270.5075
2/7/2018,0.109442308,0.088192308,0.802384615,0.094415385,7987.28125
2/8/2018,0.130461538,0.041282051,0.828230769,0.27555641,8086.7725
2/9/2018,0.147243902,0.074682927,0.77802439,0.219982927,8930.13875
2/10/2018,0.100483871,0.071612903,0.827870968,0.083245161,8045.44
2/11/2018,0.098,0.078517241,0.823413793,0.097403448,8478.92499
2/12/2018,0.108641026,0.066128205,0.82525641,0.129628205,8766.8525
2/13/2018,0.107519231,0.071826923,0.820615385,0.132525,8693.2525
2/14/2018,0.137826087,0.081934783,0.780195652,0.15085,9659.2875
2/15/2018,0.114056604,0.055339623,0.830566038,0.15144717,10110.83875
2/16/2018,0.11575,0.048444444,0.83575,0.234933333,10474.77125
2/17/2018,0.118833333,0.084444444,0.796694444,0.108222222,10855.9375
2/18/2018,0.104166667,0.066366667,0.8295,0.069393333,10537.00625
2/19/2018,0.113128205,0.055615385,0.83125641,0.191023077,11416.03875
2/20/2018,0.162210526,0.070394737,0.767342105,0.292515789,10928.02
2/21/2018,0.057038462,0.057884615,0.885153846,0.078769231,10727.9525
2/22/2018,0.085833333,0.063066667,0.851233333,0.045543333,9809.72125
2/23/2018,0.145882353,0.094735294,0.759411765,0.211394118,10412.36875
2/24/2018,0.130030303,0.084242424,0.785757576,0.156821212,9585.285
2/25/2018,0.116678571,0.052107143,0.83125,0.217392857,9627.71625
2/26/2018,0.110583333,0.027805556,0.861611111,0.215275,10272.9025
2/27/2018,0.108358974,0.051410256,0.84025641,0.195682051,10903.01875
2/28/2018,0.083178571,0.043178571,0.873642857,0.126825,10352.04625
3/1/2018,0.093580645,0.058290323,0.848129032,0.130777419,11100.2925
3/2/2018,0.10302381,0.060309524,0.836595238,0.157721429,11305.1225
3/3/2018,0.126085714,0.0584,0.815457143,0.1562,11171.8175
3/4/2018,0.126208333,0.061666667,0.812125,0.233220833,11558.475
3/5/2018,0.13934375,0.05859375,0.80203125,0.24461875,11246.7475
3/6/2018,0.0945,0.0587,0.84675,0.12222,10735.88625
3/7/2018,0.090477273,0.124136364,0.785431818,-0.056463636,9552.75875
3/8/2018,0.107076923,0.07574359,0.817282051,0.098135897,8980.19249
3/9/2018,0.117555556,0.052644444,0.829777778,0.235213333,9251.2925
3/10/2018,0.104341463,0.075170732,0.820487805,0.081670732,8680.6075
3/11/2018,0.096020408,0.10255102,0.801408163,-0.01255102,9433.47374
3/12/2018,0.085906977,0.067511628,0.846581395,0.030627907,9047.5125
3/13/2018,0.139833333,0.034583333,0.825527778,0.326080556,9260.70875
3/14/2018,0.074906977,0.071348837,0.853767442,0.066344186,7895.98875
3/15/2018,0.1266,0.060963636,0.812472727,0.217483636,8039.6025
3/16/2018,0.117309524,0.075785714,0.806952381,0.126888095,8206.555
3/17/2018,0.12721875,0.0834375,0.7893125,0.1545625,7667.99
3/18/2018,0.10038,0.07976,0.81986,0.021874,8189.49125
3/19/2018,0.109394737,0.063131579,0.827447368,0.166507895,8597.3375
3/20/2018,0.079315789,0.107315789,0.813315789,-0.081194737,9028.2975
3/21/2018,0.112789474,0.031789474,0.855421053,0.230084211,9023.7175
3/22/2018,0.110310345,0.07937931,0.810310345,0.100713793,8411.6525
3/23/2018,0.130558824,0.097323529,0.772147059,0.090964706,8881.98625
3/24/2018,0.120944444,0.092722222,0.786277778,0.168138889,8548.8125
3/25/2018,0.126913043,0.045217391,0.827869565,0.25903913,8429.33124
3/26/2018,0.11876,0.05756,0.82376,0.165776,7854.6375
3/27/2018,0.113833333,0.0615,0.824611111,0.187702778,7863.255
3/28/2018,0.093166667,0.050547619,0.856333333,0.167911905,7866.36
3/29/2018,0.0848,0.068777778,0.846466667,0.075937778,6861.325
3/30/2018,0.1191875,0.06053125,0.82025,0.184475,6970.36375
3/31/2018,0.12628,0.08996,0.78376,0.155472,6926.875
4/1/2018,0.129212121,0.039636364,0.831090909,0.20230303,6986.835
4/2/2018,0.119851852,0.082185185,0.797962963,0.159218519,7182.12
4/3/2018,0.101851064,0.061212766,0.83693617,0.134574468,7295.89
4/4/2018,0.089933333,0.055333333,0.854766667,0.135576667,6769.48375
4/5/2018,0.0835,0.039441176,0.877088235,0.120108824,6766.5925
4/6/2018,0.075944444,0.046944444,0.877,0.145,6854.92125
4/7/2018,0.112875,0.0695625,0.81759375,0.138421875,6964.4325
4/8/2018,0.111604651,0.080604651,0.807767442,0.119253488,7125.53875
4/9/2018,0.09283871,0.085322581,0.82183871,0.027367742,6789.2675
4/10/2018,0.104,0.053096774,0.842935484,0.2087,6824.49375
4/11/2018,0.08069697,0.044666667,0.874636364,0.146439394,6941.63875
4/12/2018,0.078076923,0.065846154,0.856115385,0.064521154,7823.55875
4/13/2018,0.105574468,0.042042553,0.852446809,0.219959574,8040.88125
4/14/2018,0.116916667,0.072833333,0.810333333,0.060816667,8083.57375
4/15/2018,0.088236842,0.049868421,0.861868421,0.094526316,8160.4125
4/16/2018,0.118181818,0.040545455,0.84130303,0.239960606,8030.57
4/17/2018,0.177565217,0.045913043,0.776521739,0.421317391,7937.61
4/18/2018,0.117432432,0.069783784,0.812810811,0.098391892,8188.71875
4/19/2018,0.0882,0.066457143,0.845285714,0.075925714,8333.81374
4/20/2018,0.129780488,0.04704878,0.823170732,0.215163415,8866.67
4/21/2018,0.093666667,0.072145833,0.834083333,0.071720833,8830.05875
4/22/2018,0.10765625,0.03815625,0.8541875,0.197084375,8868.16124
4/23/2018,0.122435897,0.085974359,0.791564103,0.138664103,9191.82
4/24/2018,0.101483333,0.078266667,0.820216667,0.045033333,9373.3025
4/25/2018,0.108847826,0.078086957,0.813108696,0.073932609,8807.515
4/26/2018,0.106466667,0.044244444,0.849288889,0.1747,9153.64125
4/27/2018,0.103170213,0.087829787,0.809021277,0.05712766,9144.38375
4/28/2018,0.094366667,0.064066667,0.841533333,0.18162,9444.1425
4/29/2018,0.111,0.049,0.840105263,0.109468421,9268.7175
4/30/2018,0.111434783,0.03273913,0.855826087,0.203756522,8949.87624
5/1/2018,0.099772727,0.106704545,0.793522727,0.029284091,9029.47875
5/2/2018,0.101297872,0.042170213,0.856574468,0.241070213,9228.8525
5/3/2018,0.09,0.050333333,0.859666667,0.17208125,9572.69875
5/4/2018,0.118674419,0.051232558,0.830116279,0.25155814,9817.5975
5/5/2018,0.105875,0.0747,0.819425,0.0894825,9845.54375
5/6/2018,0.106925926,0.035925926,0.857074074,0.191085185,9326.76125
5/7/2018,0.100913043,0.11223913,0.786847826,0.018215217,9424.99124
5/8/2018,0.109207547,0.068490566,0.822264151,0.109971698,9039.02875
5/9/2018,0.095204082,0.073020408,0.831816327,0.097626531,9327.04999
5/10/2018,0.137575758,0.007151515,0.855272727,0.344009091,8920.25625
5/11/2018,0.095918919,0.056810811,0.847324324,0.134037838,8408.35875
5/12/2018,0.081903226,0.079290323,0.838806452,0.008096774,8442.23875
5/13/2018,0.073705882,0.060911765,0.865411765,0.113717647,8398.86249
5/14/2018,0.098175,0.0359,0.86585,0.20889,8711.38875
5/15/2018,0.103580645,0.07916129,0.817225806,0.065325806,8159.25625
5/16/2018,0.146533333,0.049033333,0.804433333,0.322106667,8360.22875
5/17/2018,0.104522727,0.079386364,0.816068182,0.088540909,7996.82125
5/18/2018,0.147857143,0.068,0.784114286,0.237811429,8237.3425
5/19/2018,0.090681818,0.053727273,0.855681818,0.146645455,8250.395
5/20/2018,0.119052632,0.053105263,0.827842105,0.249515789,8493.13125
5/21/2018,0.086592593,0.052703704,0.860703704,0.125562963,8324.025
5/22/2018,0.117770833,0.0675625,0.814729167,0.211047917,7951.51375
5/23/2018,0.105325,0.09295,0.801725,-0.0160475,7614.96375
5/24/2018,0.129,0.083882353,0.787117647,0.152197059,7599.9525
5/25/2018,0.159083333,0.056708333,0.784333333,0.300604167,7436.835
5/26/2018,0.0868,0.11356,0.79976,-0.0161,7296.79625
5/27/2018,0.115846154,0.068846154,0.815269231,0.164746154,7383.2175
5/28/2018,0.087066667,0.054233333,0.858733333,0.086216667,7118.42375
5/29/2018,0.123766667,0.0542,0.822033333,0.229086667,7491.61125
5/30/2018,0.104956522,0.053217391,0.841869565,0.156565217,7363.27625
5/31/2018,0.138,0.068461538,0.793538462,0.203703846,7490.62125
6/1/2018,0.104032258,0.087870968,0.808064516,0.041554839,7518.333329
6/2/2018,0.106896552,0.085275862,0.807862069,0.013968966,7630.403388
6/3/2018,0.125133333,0.083333333,0.791566667,0.049553333,7716.145068
6/4/2018,0.122266667,0.075633333,0.802066667,0.164086667,7505.589277
6/5/2018,0.122878049,0.06404878,0.812926829,0.152082927,7624.187971
6/6/2018,0.098105263,0.064447368,0.837473684,0.123636842,
6/7/2018,0.116851852,0.058925926,0.824185185,0.200951852,
6/8/2018,0.128483871,0.044290323,0.82716129,0.266890323,
6/9/2018,0.099882353,0.055,0.845176471,0.196547059,
6/10/2018,0.106916667,0.070583333,0.8225,0.150538889,
6/11/2018,0.111897436,0.079384615,0.80874359,0.150258974,6780.340803
6/12/2018,0.089129032,0.085354839,0.825451613,0.072183871,6525.329182
6/13/2018,0.142365854,0.058560976,0.799097561,0.216641463,6321.655965
6/14/2018,0.115611111,0.097638889,0.786805556,0.028491667,6601.324158
6/15/2018,0.105846154,0.064923077,0.829269231,0.13765,6397.44117
6/16/2018,0.110869565,0.047695652,0.841478261,0.242030435,6529.544015
6/17/2018,0.120185185,0.101777778,0.777962963,0.031503704,6482.868697
6/18/2018,0.095515152,0.094757576,0.80969697,0.033354545,6711.64967
6/19/2018,0.126933333,0.047633333,0.825433333,0.254923333,6731.710147
6/20/2018,0.105228571,0.0796,0.815285714,0.072085714,6736.867721
6/21/2018,0.120392857,0.080392857,0.799285714,0.117603571,6729.925937
6/22/2018,0.105375,0.1105,0.78409375,-0.0128875,6099.445277
6/23/2018,0.1272,0.06416,0.80868,0.200668,6198.700824
6/24/2018,0.122864865,0.077459459,0.799648649,0.129559459,6142.39257
6/25/2018,0.138962963,0.053222222,0.807777778,0.286859259,6244.328455
6/26/2018,0.134384615,0.061807692,0.803769231,0.174492308,6148.422705
6/27/2018,0.141913043,0.067565217,0.790478261,0.187869565,6140.1915
6/28/2018,0.103387097,0.056516129,0.840096774,0.173909677,5954.526582
6/29/2018,0.131,0.077863636,0.791181818,0.1536,6189.309252
6/30/2018,0.11815625,0.064625,0.81721875,0.19341875,6343.8922
7/1/2018,0.128076923,0.110307692,0.761692308,0.096907692,6373.277854
7/2/2018,0.129704545,0.079454545,0.790818182,0.165027273,6629.749595
7/3/2018,0.102285714,0.057107143,0.840607143,0.157985714,6482.830594
7/4/2018,0.108904762,0.014380952,0.876666667,0.337866667,6589.632793
7/5/2018,0.092966667,0.080333333,0.8266,-0.014053333,6538.682432
7/6/2018,0.123033333,0.039233333,0.837766667,0.279553333,
7/7/2018,0.12605,0.0827,0.79125,0.21693,6570.427592
